name,author.1,author.2,author.3,narrator.1,narrator.2,narrator.3,time,Duration,releasedate,language,stars,price,releaseinfo
Brevemente Risplendiamo Sulla Terra,OceanVuong,,,DarioSansalone,,,7 hrs and 28 mins,0.07:28:00,13-05-2021,italian,,305.00,"13-05-2021, italian"
Leopard At The Door,JenniferMcVeigh,,,KatharineMcEwan,,,12 hrs and 11 mins,0.12:11:00,13-07-2017,English,,820.00,"13-07-2017, English"
Srebrne Szpony Chciwo�Ci,RafałDębski,,,ArturZiajkiewicz,,,1 hr and 25 mins,0.01:25:00,15-02-2022,polish,,65.00,"15-02-2022, polish"
Warlords,MattBraun,,,GeorgeGuidall,,,7 hrs and 35 mins,0.07:35:00,15-02-2022,English,,703.00,"15-02-2022, English"
Masala,MaxCegielski,,,TomaszSobczak,,,7 hrs and 32 mins,0.07:32:00,15-02-2022,polish,,200.00,"15-02-2022, polish"
El C�Tar Imperfecte,VíctorAmela,,,RogerBatalla,,,8 hrs and 1 min,0.08:01:00,14-02-2022,catalan,,575.00,"14-02-2022, catalan"
L'Uomo Incapace Di Sorridere,GiancarloVilla,,,MarcoBalbi,AlessandroCastellucci,AndreaSalierno,1 hr and 9 mins,0.01:09:00,09-02-2022,italian,,190.00,"09-02-2022, italian"
Serenata Senza Nome,MauriziodeGiovanni,,,PaoloCresta,,,10 hrs and 47 mins,0.10:47:00,10-02-2022,italian,,382.00,"10-02-2022, italian"
Un Hueco En El Silencio [A Hole In The Silence],SusanaDeMurga,,,MauricioPérezCastillo,,,6 hrs and 24 mins,0.06:24:00,08-02-2022,spanish,,668.00,"08-02-2022, spanish"
America Non Torna Pi�,GiulioPerrone,,,StefanoScialanga,,,3 hrs and 59 mins,0.03:59:00,10-02-2022,italian,,384.00,"10-02-2022, italian"
Sacred Bride,DavidHair,CathMayo,,BenOnwukwe,,,14 hrs and 14 mins,0.14:14:00,08-02-2022,English,,434.00,"08-02-2022, English"
Le Petit Lord,FrancesBurnett,,,EmmanuelleLemée,,,5 hrs and 55 mins,0.05:55:00,08-02-2022,french,,225.00,"08-02-2022, french"
La Estudiante De Historia,CeciliaEkback,SantiagodelRey-traductor,,MarinaViñals,,,14 hrs and 49 mins,0.14:49:00,08-02-2022,spanish,,614.00,"08-02-2022, spanish"
Der Krieger Des Herrn,TomMelley,,,RenierBaaken,,,14 hrs and 50 mins,0.14:50:00,03-02-2022,german,,837.00,"03-02-2022, german"
A New Dawn Over Mulberry Lane,RosieClarke,,,PollyEdsell,,,10 hrs and 18 mins,0.10:18:00,10-02-2022,English,,721.00,"10-02-2022, English"
Als Der Kaiser Ein Gott War,JulieOtsuka,IrmaWehrli,,MaritBeyer,,,4 hrs and 8 mins,0.04:08:00,08-02-2022,german,,468.00,"08-02-2022, german"
Sunset,KlausModick,,,MoritzStoepel,,,5 hrs and 44 mins,0.05:44:00,08-02-2022,german,,535.00,"08-02-2022, german"
Somerset - Sehnsucht Und Skandal,EmmaHunter,,,MonikaOschek,FlorensSchmidt,,14 hrs and 20 mins,0.14:20:00,03-02-2022,german,,871.00,"03-02-2022, german"
Wintert�Chter - Die Kinder,MignonKleinbek,,,AnnaTefert,,,11 hrs and 27 mins,0.11:27:00,02-02-2022,german,,468.00,"02-02-2022, german"
Oath Of Allegiance,JanaPetken,,,JohnSackville,,,13 hrs and 55 mins,0.13:55:00,01-02-2022,English,,937.00,"01-02-2022, English"
La Sultane D�Voil�E [The Sultana Unveiled],JeanMohsenFahmy,,,RenaudParadis,AlbaneSophiaChâteau,,6 hrs and 57 mins,0.06:57:00,01-02-2022,french,,649.00,"01-02-2022, french"
О�ык�ове�ная история [A Common Story],IvanAlexandrovichGoncharov,,,YaroslavLukashev,,,13 hrs and 19 mins,0.13:19:00,01-02-2022,russian,,70.00,"01-02-2022, russian"
Mrs. Witherspoon Goes To War,MaryDavis,,,DevonSorvari,,,8 hrs and 35 mins,0.08:35:00,01-02-2022,English,,773.00,"01-02-2022, English"
Catilina'S Wapen,StevenSaylor,,,FrankRigter,,,16 hrs and 48 mins,0.16:48:00,27-01-2022,dutch,,267.00,"27-01-2022, dutch"
K�Rlighedsgudindens Gave,MarionZimmerBradley,SørenVinterberg,,TorbenSekov,,,8 hrs and 6 mins,0.08:06:00,01-02-2022,danish,,300.00,"01-02-2022, danish"
Fantasmi Del Passato,MarcoVichi,,,LorenzoDegl'Innocenti,,,16 hrs and 6 mins,0.16:06:00,08-02-2022,italian,,535.00,"08-02-2022, italian"
Jordrysterens H�Vn,MarionZimmerBradley,SørenVinterberg,,TorbenSekov,,,8 hrs and 19 mins,0.08:19:00,01-02-2022,danish,,300.00,"01-02-2022, danish"
Amalient�Chter,JoanWeng,,,FranziskaKnost,,,7 hrs and 17 mins,0.07:17:00,01-02-2022,german,,334.00,"01-02-2022, german"
Was Du Nie Siehst,TiborBaumann,,,Lion-RussellBaumann,,,11 hrs and 34 mins,0.11:34:00,01-02-2022,german,,468.00,"01-02-2022, german"
Die Radioschwestern - Kl�Nge Einer Neuen Zeit,EvaWagendorfer,,,SusanneSchroeder,FraukePoolman,,12 hrs and 16 mins,0.12:16:00,01-02-2022,german,,871.00,"01-02-2022, german"
The Importance Of Pawns,KeiraMorgan,,,SusanEricksen,,,12 hrs and 39 mins,0.12:39:00,08-02-2022,English,,703.00,"08-02-2022, English"
A Cast Of Falcons,PhillipParotti,,,AdamBarr,,,8 hrs and 48 mins,0.08:48:00,08-02-2022,English,,586.00,"08-02-2022, English"
One Of Ours,WillaCather,,,FloGibson,,,11 hrs and 4 mins,0.11:04:00,01-02-2022,English,,656.00,"01-02-2022, English"
English Knight,GriffHosker,,,MalkWilliams,,,8 hrs and 54 mins,0.08:54:00,10-02-2022,English,,645.00,"10-02-2022, English"
I Cospiratori Di Venezia,AlexConnor,TessaBernardi-traduttore,,AlbertoBergamini,,,13 hrs and 8 mins,0.13:08:00,06-02-2022,italian,,843.00,"06-02-2022, italian"
A Loyal Traitor,TimGlister,,,SamDevereaux,,,9 hrs and 3 mins,0.09:03:00,10-02-2022,English,,645.00,"10-02-2022, English"
Le Crociate Viste Dagli Arabi,AminMaalouf,,,LorenzoLoreti,,,11 hrs and 38 mins,0.11:38:00,15-02-2022,italian,,766.00,"15-02-2022, italian"
E Trentuno Con La Morte,GiulioLeoni,,,RiccardoRicobello,,,9 hrs and 49 mins,0.09:49:00,13-02-2022,italian,,689.00,"13-02-2022, italian"
Nella Pietra E Nel Sangue,GabrieleDadati,,,RiccardoBurbi,,,7 hrs and 35 mins,0.07:35:00,13-02-2022,italian,,305.00,"13-02-2022, italian"
Ada The Coster Girl,LynetteRees,,,AnnieAldington,,,6 hrs and 13 mins,0.06:13:00,01-02-2022,English,,706.00,"01-02-2022, English"
Das Adlon,RodicaDoehnert,,,AnnaThalbach,,,11 hrs and 35 mins,0.11:35:00,08-02-2022,german,,736.00,"08-02-2022, german"
The Leviathan,RosieAndrews,,,RupertFarley,,,11 hrs and 26 mins,0.11:26:00,03-02-2022,English,,911.00,"03-02-2022, English"
Il Ghetto Di Varsavia,CamillaAllegrucci,,,RiccardoBurbi,,,1 hr and 41 mins,0.01:41:00,27-01-2022,italian,,190.00,"27-01-2022, italian"
ĸ�ś�ſ�À�Ǿ�Ƙ�のŷ�,吉川英治,,,西村俊彦,,,9 hrs and 44 mins,0.09:44:00,01-02-2022,japanese,,1395.00,"01-02-2022, japanese"
Thunder Road,ColinHolmes,,,GroverGardner,,,9 hrs and 43 mins,0.09:43:00,15-02-2022,English,,585.00,"15-02-2022, English"
Until Leaves Fall In Paris,SarahSundin,,,TanyaEby,,,9 hrs and 35 mins,0.09:35:00,01-02-2022,English,,703.00,"01-02-2022, English"
El Violinista De Mathausen,AndrésPérezDomínguez,,,PedroM.Sanchez,,,14 hrs and 26 mins,0.14:26:00,07-02-2022,spanish,,345.00,"07-02-2022, spanish"
La Boheme Italiana,EmilioSalgari,,,BrunoCaricchia,,,5 hrs and 9 mins,0.05:09:00,07-02-2022,italian,,228.00,"07-02-2022, italian"
Die N�Chte Der Pest,OrhanPamuk,GerhardMeier-Übersetzer,,ThomasLoibl,JulianeKöhler,,23 hrs and 50 mins,0.23:50:00,14-02-2022,german,,703.00,"14-02-2022, german"
Drawn By The Current,JocelynGreen,,,LeahHorowitz,,,12 hrs and 19 mins,0.12:19:00,01-02-2022,English,,938.00,"01-02-2022, English"
The Officer Girl In Blue,FenellaJ.Miller,,,AnnieAldington,,,8 hrs and 22 mins,0.08:22:00,01-02-2022,English,,733.00,"01-02-2022, English"
Ascona,EdgarRai,,,DietmarWunder,,,6 hrs and 49 mins,0.06:49:00,01-02-2022,german,,468.00,"01-02-2022, german"
Nuclear Captain,JohnWingate,,,NigelPatterson,,,6 hrs and 19 mins,0.06:19:00,01-02-2022,English,,586.00,"01-02-2022, English"
El Diario De La Dama Murasaki,MurasakiShikibu,,,LauraHernándezBermejo,,,4 hrs and 49 mins,0.04:49:00,07-02-2022,spanish,,268.00,"07-02-2022, spanish"
Novemberlys,MetteWinge,,,PaulBecker,,,6 hrs and 38 mins,0.06:38:00,15-02-2022,danish,,267.00,"15-02-2022, danish"
"Marilia, The Warlord",MorganCole,,,PatriciaSantomasso,,,14 hrs and 52 mins,0.14:52:00,01-02-2022,English,,703.00,"01-02-2022, English"
Defenestrate,ReneeBranum,,,ZuraJohnson,,,8 hrs and 16 mins,0.08:16:00,10-02-2022,English,,888.00,"10-02-2022, English"
El Camino De Baldosas Amarillas,JuandeDiosGarduño,,,AlexUgarte,,,5 hrs and 13 mins,0.05:13:00,10-02-2022,spanish,,307.00,"10-02-2022, spanish"
A Deadly Endowment,AlyssaMaxwell,,,MandyWeston,,,9 hrs and 5 mins,0.09:05:00,10-02-2022,English,,645.00,"10-02-2022, English"
Ramses The Damned: The Reign Of Osiris,AnneRice,ChristopherRice,,KatharineLeeMcEwan,,,12 hrs and 48 mins,0.12:48:00,01-02-2022,English,,1256.00,"01-02-2022, English"
Velocity Of A Secret,VioletMarsh,,,StellaHunter,NeilEllice,,15 hrs and 25 mins,0.15:25:00,08-02-2022,English,,1055.00,"08-02-2022, English"
Murder At The Playhouse,HelenaDixon,,,AlexTregear,,,8 hrs and 45 mins,0.08:45:00,30-06-2020,English,,668.00,"30-06-2020, English"
The Raven Spell,LuanneG.Smith,,,SusannahJones,,,8 hrs and 54 mins,0.08:54:00,01-02-2022,English,,844.00,"01-02-2022, English"
Redwood And Wildfire,AndreaHairston,,,JanuaryLaVoy,,,18 hrs and 4 mins,0.18:04:00,01-02-2022,English,,1256.00,"01-02-2022, English"
Evil Under The Sun,AgathaChristie,,,DavidSuchet,,,6 hrs and 25 mins,0.06:25:00,03-07-2012,English,5,1069.00,"03-07-2012, English"
Lanka'S Princess,KavitaKane,,,ChandrimaMazumdar,,,12 hrs and 54 mins,0.12:54:00,23-08-2017,English,4.5,302.00,"23-08-2017, English"
The Luminaries,EleanorCatton,,,MarkMeadows,,,29 hrs and 15 mins,1.05:15:00,15-10-2013,English,4.5,861.00,"15-10-2013, English"
Boons & Curses,YugalJoshi,,,MalaMangla,,,10 hrs and 56 mins,0.10:56:00,24-07-2020,English,4,836.00,"24-07-2020, English"
"The Sins Of The Father: Clifton Chronicles, Book 2",JeffreyArcher,,,AlexJennings,EmiliaFox,,7 hrs and 51 mins,0.07:51:00,15-03-2012,English,4,323.00,"15-03-2012, English"
Assassin'S Creed: Brotherhood,OliverBowden,,,GunnarCauthery,,,12 hrs and 13 mins,0.12:13:00,21-11-2013,English,,820.00,"21-11-2013, English"
One Good Deed,DavidBaldacci,,,EdoardoBallerini,,,11 hrs and 40 mins,0.11:40:00,25-07-2019,English,4.5,323.00,"25-07-2019, English"
Simply Perfect,MaryBalogh,,,RosalynLandor,,,12 hrs and 26 mins,0.12:26:00,16-08-2016,English,5,1055.00,"16-08-2016, English"
Ministry Of Utmost Happiness,ArundhatiRoy,,,ArundhatiRoy,,,16 hrs and 36 mins,0.16:36:00,31-03-2020,English,,1256.00,"31-03-2020, English"
Small Things Like These,ClaireKeegan,,,AidanKelly,,,1 hr and 57 mins,0.01:57:00,19-10-2021,English,5,493.00,"19-10-2021, English"
Resistance,MaraTimon,,,KristinAtherton,,,12 hrs and 43 mins,0.12:43:00,02-09-2021,English,,1328.00,"02-09-2021, English"
The Storyteller Of Casablanca,FionaValpy,,,ElizabethKnowelden,,,9 hrs and 20 mins,0.09:20:00,21-09-2021,English,,844.00,"21-09-2021, English"
Plum Marangal Poothuvittana [The Plum Trees Are In Bloom],Vaasanthi,,,SudhaSadasivam,,,1 hr and 19 mins,0.01:19:00,13-09-2021,tamil,3,48.00,"13-09-2021, tamil"
"God Rest Ye, Royal Gentlemen",RhysBowen,,,JasmineBlackborow,,,9 hrs and 8 mins,0.09:08:00,12-10-2021,English,,1003.00,"12-10-2021, English"
Inside Story,MartinAmis,,,AlexJennings,,,22 hrs and 59 mins,0.22:59:00,24-09-2020,English,4.5,1093.00,"24-09-2020, English"
The Room In The Attic,LouiseDouglas,,,HelenBarford,DavidThorpe,,10 hrs and 16 mins,0.10:16:00,12-10-2021,English,4,645.00,"12-10-2021, English"
Youth,J.M.Coetzee,,,WilliamGaminara,,,5 hrs and 40 mins,0.05:40:00,02-09-2021,English,,569.00,"02-09-2021, English"
Ghost Of The Shadowfort,T.C.Edge,,,StevenBrand,,,26 hrs and 29 mins,1.02:29:00,28-09-2021,English,,1675.00,"28-09-2021, English"
Soldier Of The Mist,GeneWolfe,,,GregoryConnors,,,11 hrs and 7 mins,0.11:07:00,19-10-2021,English,,836.00,"19-10-2021, English"
Murder At Mallowan Hall,ColleenCambridge,,,RachelAtkins,,,9 hrs and 8 mins,0.09:08:00,26-10-2021,English,,645.00,"26-10-2021, English"
Confessions Of A Gentleman Killer,JohnnyPayne,,,JohnnyPayne,,,6 hrs and 13 mins,0.06:13:00,27-10-2021,English,,469.00,"27-10-2021, English"
The Resignation: Tyagpatra,JainendraChowdhury,RohiniGarg,,DevJ.Haldar,,,3 hrs and 36 mins,0.03:36:00,05-10-2021,English,,879.00,"05-10-2021, English"
Anarchie D�Co,J.C.Vogt,,,VanidaKarun,,,14 hrs and 53 mins,0.14:53:00,08-10-2021,german,,837.00,"08-10-2021, german"
Escaping Fate,Tinalynge,,,TristanMorris,,,12 hrs and 42 mins,0.12:42:00,26-10-2021,English,,1172.00,"26-10-2021, English"
The Stolen Baby,DineyCosteloe,,,GeorgiaMaguire,,,11 hrs and 48 mins,0.11:48:00,02-09-2021,English,,873.00,"02-09-2021, English"
Ceremony Of Innocence,MadeleineBunting,,,WillowNash,,,12 hrs and 11 mins,0.12:11:00,20-08-2021,English,,835.00,"20-08-2021, English"
Murder At The Royal Botanic Gardens,AndreaPenrose,,,JamesCameronStewart,,,12 hrs,0.12:00:00,28-09-2021,English,,703.00,"28-09-2021, English"
The Archer,ShrutiSwamy,,,SnehaMathan,,,8 hrs and 24 mins,0.08:24:00,07-09-2021,English,,562.00,"07-09-2021, English"
Gods Of Rome,GordonDoherty,S.J.A.Turney,,JonathanKeeble,,,13 hrs and 28 mins,0.13:28:00,02-09-2021,English,,835.00,"02-09-2021, English"
Lily,RoseTremain,,,HattieMorahan,,,8 hrs and 37 mins,0.08:37:00,11-11-2021,English,5,888.00,"11-11-2021, English"
Slewfoot,Brom,,,BarrieKreinik,,,14 hrs and 15 mins,0.14:15:00,14-09-2021,English,,221.00,"14-09-2021, English"
The Woman At The Front,LeciaCornwall,,,HannahCurtis,,,15 hrs and 2 mins,0.15:02:00,28-09-2021,English,,1256.00,"28-09-2021, English"
The Arsonists' City,HalaAlyan,,,LeilaBuck,,,19 hrs and 35 mins,0.19:35:00,09-03-2021,English,,1289.00,"09-03-2021, English"
Death At The Crystal Palace,JenniferAshley,,,Anne-MariePiazza,,,9 hrs and 31 mins,0.09:31:00,01-08-2021,English,,1172.00,"01-08-2021, English"
Murder In The East End,JenniferAshley,,,Anne-MariePiazza,,,8 hrs and 7 mins,0.08:07:00,04-08-2020,English,5,1172.00,"04-08-2020, English"
The Winter Garden,AlexandraBell,,,EleanorJackson,,,11 hrs and 14 mins,0.11:14:00,02-09-2021,English,5,888.00,"02-09-2021, English"
Royal Escape,GeorgetteHeyer,,,SamWoolf,,,14 hrs and 50 mins,0.14:50:00,30-09-2021,English,,888.00,"30-09-2021, English"
Alex Cross'S Trial,JamesPatterson,,,AkoMitchell,,,9 hrs and 38 mins,0.09:38:00,31-12-2020,English,,888.00,"31-12-2020, English"
Miss Benson'S Beetle,RachelJoyce,,,JulietStevenson,,,12 hrs and 4 mins,0.12:04:00,23-07-2020,English,,888.00,"23-07-2020, English"
The Truth According To Us,AnnieBarrows,,,AnnMarieLee,TaraSands,JuliaWhelan,18 hrs and 52 mins,0.18:52:00,02-07-2015,English,,820.00,"02-07-2015, English"
Triflers Need Not Apply,CamillaBruce,,,NatalieNaudus,StaceyGlemboski,,15 hrs and 28 mins,0.15:28:00,05-08-2021,English,5,1093.00,"05-08-2021, English"
Shades Of Brilliance,EleanorChance,,,MarisaCalin,,,12 hrs and 5 mins,0.12:05:00,31-08-2021,English,,1172.00,"31-08-2021, English"
A Most Clever Girl,StephanieMarieThornton,,,TaviaGilbert,,,14 hrs and 33 mins,0.14:33:00,14-09-2021,English,3,1256.00,"14-09-2021, English"
A Man At Arms,StevenPressfield,,,GeorgeGuidall,,,9 hrs and 10 mins,0.09:10:00,02-03-2021,English,,820.00,"02-03-2021, English"
Palon J�Lkeen,MikaelaNykvist,Britt-MarieNorrgård-translator,TerhiKemppinen-translator,AnuVilhunen,,,10 hrs and 24 mins,0.10:24:00,27-01-2022,finnish,,233.00,"27-01-2022, finnish"
Tavanomaisia Sotatoimia,AriAhola,,,TommiRantamäki,,,9 hrs and 37 mins,0.09:37:00,27-01-2022,finnish,,233.00,"27-01-2022, finnish"
Ак��ы во дни спасате�е�,КаваиСтронгУошбёрн,,,АлексейБагдасаров,НадеждаМеньшова,ГригорийПерель,11 hrs and 34 mins,0.11:34:00,27-01-2022,russian,,166.00,"27-01-2022, russian"
1795,NiklasNattochDag,LeenaFlegler-Übersetzer,,PhilippSchepmann,,,13 hrs and 58 mins,0.13:58:00,27-01-2022,german,,1005.00,"27-01-2022, german"
